"Compound.ID","SMILES","FES","ABL2","BMX","TEC","IGF1R","TYK2","ZAK","STK39","STK24","MST4","MAP4K4","TNIK","SLK","STK10","PAK4","PKMYT1","CSNK1G1","CSNK1G3","VRK1","GSG2","PLK4","TLK1","ADRBK1","ADRBK2","GRK5","PDPK1","RPS6KA1","RPS6KA6","AKT3","STK38L","CDC42BPB","STK32A","CHEK2","DCLK1","PHKG2","CAMK2A","STK33","SNF1LK2","PRKAA1","PRKAA2","STK17A","STK17B","PIM2","PIM3","PIM1","NEK1","NEK2","CAMKK2","STK16","GAK","AAK1","CDK9","CDK2","PCTK2","MAPK8","MAPK13","MAPK3","MAPK7","CDKL1","SRPK1","SRPK2","CLK3","CLK4","DYRK1A","DYRK2","CDC7","TTK","GUCY2D"
"GW708336X","C1CC1Nc1nccc(n1)-c1cnn2nc(ccc12)N1CCOCC1",0.3,0.1,-0.1,-0.8,-0.2,4.7,0.8,1.8,0.1,1,-0.3,0.4,-0.3,0.6,0.5,0.6,1.3,0.4,1,2,3.8,2.1,0.3,0,2.8,0.6,3.5,3.8,-0.3,1.5,-0.5,-0.1,NA,0.8,2.7,1.9,3.2,2,1.7,3.5,5.1,6.6,1.8,3.2,1.5,0.6,0.6,2.3,7.8,4.3,6.5,3,4.4,2.1,5.9,3.8,1.4,0.6,1.7,0.3,0.2,0.9,5.9,1.2,6.4,-0.4,4.3,-0.5
"GW708893X","Cc1nnc(o1)-c1ccc(C)c(c1)-c1ccc(cc1)C(=O)NCc1ccc(Cl)cc1",-2.2,0,-0.4,-1,-0.8,-1.6,0.2,-1.1,-0.1,-0.8,-5.2,-2.2,NA,-2.1,-0.2,-0.2,-0.2,-0.2,-0.6,-1.1,-0.9,-1.3,-0.6,-0.6,0.9,0,-0.7,-0.1,-1.3,-1.1,-1.6,-0.4,-0.4,0.4,-0.4,-1.2,-0.9,-0.8,1.6,0.1,-1.3,-1.2,-1.2,-0.3,-0.5,-1.9,-0.3,-1.3,0.6,-1,-0.1,-1,-1.4,-1,-0.8,-0.9,-1.9,-1,NA,-0.6,-0.1,-0.9,-0.3,-1.5,-0.9,-0.7,1.6,-1.9
"GW709042A","Cl.Fc1ccc(cc1NC(=O)Nc1ccc(Oc2ccc3[nH]c(NC(=O)c4ccccc4)nc3c2)cc1)C(F)(F)F",0.6,2.9,0.6,0.5,-0.5,-0.2,8.2,1.4,1.1,2.4,0.5,0.6,NA,5.5,1.3,1.7,-0.3,-0.5,0.9,0.2,2.7,1.9,0,-0.4,3.9,0.5,0.7,1.6,0.5,0.2,0.1,-0.8,-1.3,1.2,0.8,0.7,7.3,0.8,0.4,1,0.6,3.6,3.6,2.3,2.2,0.2,2.3,1.4,0.3,0.9,0.4,1.5,0.7,0.2,2.5,1,-0.7,0,1.1,15.9,5.4,0.1,3,4.2,1.9,0.9,2.7,0.7
"GW711782X","C(Cn1ccnc1)Oc1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1",-0.1,2.3,0.3,0,0.2,0.9,2,0.1,-0.8,-0.3,-1.5,3.3,-0.4,-0.1,-0.2,-0.2,2,0.4,3.1,0.7,1.6,0.3,0,-0.1,-0.3,-0.2,1.6,3.3,-0.3,-0.5,-0.4,0,0,0.5,0.2,0.1,0.9,1.1,0.2,0.8,0.8,1.4,0.3,1.1,0.2,-0.1,-0.2,0.8,0.7,4.2,3,0.3,0.5,0,2.1,-0.2,0,-0.6,0,0.1,0,-0.2,0.7,1.3,0.5,-0.3,1.5,0.5
"GW734508X","Cc1nnc(o1)-c1cccc(c1)-c1ccc(cc1)C(=O)NCC1CC1",-0.2,-0.1,-0.1,-0.2,-0.3,0,-0.1,0,-0.6,-0.2,-0.3,0.3,0.7,-0.3,0.1,-0.2,0.2,0.2,-0.2,-0.3,-0.4,0.3,-0.3,-0.1,-0.8,-0.1,0,0,-0.4,-0.3,-0.2,-0.5,0.1,-0.2,-0.8,0,-0.4,0.2,-0.3,-0.1,-0.5,-0.4,1.2,2.2,0.9,-0.2,0.6,-0.4,0.1,0,0.1,-0.1,-0.5,0.1,0.1,-0.5,-0.1,0.1,-0.3,-0.3,0.1,0,0.5,-0.1,-0.2,-1.1,0.6,0.5
"GW743024X","Cc1ccc(NC(=O)c2ccoc2)cc1-c1ccc(cc1)C(=O)NCC1CC1",-0.1,0.2,0.2,0,-0.3,0.5,1.6,-0.4,0.5,0.3,0,-0.1,0.3,0.7,0.1,NA,-0.6,0,0.5,0.2,0,0.6,-0.3,-0.1,-1.1,-0.2,-0.4,-0.3,-0.2,0.5,1,-0.4,NA,-2.2,-0.2,0.3,0,0.3,0.5,0.8,-0.7,0.4,1.3,1.3,0.6,-0.3,0.5,0.2,0.5,-0.4,-0.3,-0.2,-0.7,0.5,0.2,-0.2,0.2,-0.3,-0.3,0,0.1,-0.3,-0.1,-0.1,-0.1,-0.7,0.3,-0.6
"GW759710A","Cl.NC(=O)c1cccc(Nc2nccc(Nc3cccc(F)c3)n2)c1",2.7,3.4,2.1,-1,1,5.3,0,1.1,2.1,1.3,1.3,1.8,NA,3.6,2.9,0.4,0.8,0.6,0.6,1.1,6.1,0.6,0.2,-0.6,2.7,0.7,0.8,0.8,-0.2,-0.5,-0.6,-0.2,2.4,0.3,0.7,0.9,4.2,4.7,1.9,4,1.5,5.6,2.1,3.8,2.1,0.6,1.2,1.8,6.3,4.5,4.8,3.1,2.3,0.3,5.4,0.9,0.3,0.2,0.2,0.4,0.2,0.2,3.2,1.5,2.9,2.4,2.6,-0.6
"GW768505A","Cl.COc1ccc(cc1)-c1oc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)cc1",5.9,7,6.8,-0.6,-0.4,0,0.3,-0.4,0.6,4.2,0.2,5.2,11.6,16.7,1.6,NA,0,-0.5,1.5,0.5,8.7,2.5,0.2,-0.3,-0.5,0.1,1,1.4,0.3,0.8,-0.2,1.9,-0.4,0.8,0.7,2,7.8,-0.2,3.2,4.5,1.1,4.8,4.9,3.8,3.8,-0.3,5.1,1.2,1.4,3,0.9,2,4.9,6.8,1.7,7.9,0,-0.1,NA,19.6,9.9,2.2,4.6,-0.7,-0.2,1.4,2.9,1.1
"GW769076X","Cc1ccc(NC(=O)c2ccnc(c2)N2CCCC2)cc1-c1ccc(cc1)C(=O)NCC1CC1",-0.1,0.6,-0.4,-1.2,-0.4,-0.2,-0.8,-1,1,0.4,-0.5,0,2.6,1.2,-0.3,-0.7,-0.4,-0.3,0,-0.2,-0.5,0.5,0,0,0.4,-0.3,-0.5,-0.2,-0.8,-0.4,-0.6,-0.6,0.3,-0.4,-0.8,-0.1,0,-0.5,-1.1,0.1,-0.8,0.4,0.9,0.5,0.3,-0.4,0,-0.4,-0.2,-0.8,0.2,-0.3,-0.3,0,-0.2,-0.8,-0.6,-0.4,-0.3,0.1,-0.2,0.1,0.4,-1.1,-0.2,-0.5,0.4,-1.4
"GW770220A","Cl.CN(c1ccc2c(C)nn(C)c2c1)c1ccnc(Nc2cccc(c2)S(N)(=O)=O)n1",1.5,5.3,2.3,-0.7,0.5,2.1,-2.6,-0.5,0,0,-0.5,7.9,1.7,9.8,2.3,0.1,4.4,0.1,-0.1,-0.2,10.8,-0.1,-0.1,-0.3,0.7,0,-0.1,-0.4,-0.5,1.8,-1.1,0.6,1.1,0.1,-0.4,0,2.5,0.7,0.9,2.1,0.1,0.1,0.4,0.1,-0.4,-0.2,1.6,0.5,6.5,5.2,9.9,1.9,0.5,-0.2,3.1,0.7,-0.3,-0.3,-0.7,-0.4,-0.2,0.2,-0.1,0.4,0.7,0.3,3.2,-0.5
"GW770249A","Cl.Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)c12",4.4,7.9,6,1.6,1.4,0.5,4.2,2.5,5.5,6.1,-1.4,7.1,NA,16.1,0.7,0.9,2,0.5,7.4,0.5,8.7,1.5,-0.3,-0.4,0.1,2.1,0.3,1.2,0.2,3,1.2,2.4,5.1,0.6,0.4,0.6,9,-0.4,2.5,6.2,0.4,1.7,3,2.6,4.2,0,7.4,2.1,0.3,1.9,0.9,2.2,6.7,5.2,2.6,11.8,-0.3,1.6,NA,21.1,9.5,1.1,3.9,-0.6,0.9,0.6,NA,0.6
"GW770249X","Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)c12",3.6,6.6,5.1,0.7,0.9,0.9,3.3,2.1,3.7,4.7,4.6,6.1,9.2,14.6,0.7,NA,1.6,0.1,4.9,0.4,8.6,1.1,-0.7,-0.5,3.2,2.6,0.2,1,0,2.7,-1.1,1.6,4.1,-0.5,0.7,1,9.6,-0.4,2.1,4.4,0.7,1.4,2.9,2,3.2,0.2,6.9,2.5,0.9,1.6,0.4,2.3,5.3,3.9,2.6,11.5,-0.1,0.3,3.6,19.8,8.5,0.6,3.8,0.7,-3.4,1,-0.6,0.9
"GW771127A","Cl.CN(c1ccc2c(C)n(C)nc2c1)c1ccnc(Nc2cccc(c2)S(N)(=O)=O)n1",4.6,4.9,2.1,0.1,1.1,0.1,0.6,1.3,-0.1,0.4,-0.7,4.5,4.9,10.3,1.2,-0.4,0.7,-0.1,0,-0.3,8.1,-0.2,-0.1,-0.1,-0.5,-0.1,0.1,0.6,-0.2,2,-0.5,1.3,0.9,-0.6,0,0.2,3.6,4.1,0.8,2.1,-0.2,-0.1,0.3,0,-0.2,-0.6,3.8,1,6.9,2.8,4.3,1.8,1.6,1,3,1,0,0.6,-0.9,0,0,0.7,0.3,0.3,-0.1,0.2,2.5,-0.2
"GW772405X","CNC(=O)c1cccc(c1)C#Cc1cncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1",0.4,0.2,0.3,-0.1,-0.2,NA,0,0.5,NA,1.2,0.3,0.7,NA,0.9,0.8,0.8,0.3,0,-0.2,-1.5,1.1,1,-0.4,-0.2,-0.2,0.1,0.5,0.3,0.9,-1.3,0.2,-0.1,0.5,0.9,0.6,0.1,0.6,0.6,0.4,0.2,0.3,3.2,2.1,1.3,1.9,0.3,0.5,0.5,1.3,1,1.2,0.9,0.3,0.5,1,0.2,-0.3,-0.2,0,0.6,0.6,-0.5,0.2,1.2,-0.1,1,1,0.3
"GW775608X","Cc1ccc(NC(=O)c2ccnc(c2)N2CCOCC2)cc1-c1ccc(cc1)C(=O)NCC1CC1",0,1,-0.2,0.1,-0.2,0.1,0.7,-0.9,0.5,0.3,-1.8,0.4,-0.7,3.6,-0.1,-0.7,-0.1,-0.5,0,-0.8,-0.4,0.1,0.1,-0.2,0.4,-0.4,-0.6,0.8,-0.5,-0.5,-0.6,-0.4,0,-0.2,-0.2,-0.1,0,3.2,0.1,0.2,-0.6,-0.1,0.1,0.5,0.1,-0.4,0,-0.4,0.3,-0.7,-0.1,0.3,-0.8,0.1,0.7,-0.3,-0.2,-0.4,-1.1,0.5,-0.1,-0.3,0.4,0.7,0.2,-0.5,0.7,-0.8
"GW778894X","N#Cc1cccc(Nc2nccc(n2)-c2cnn3ncccc23)c1",1.1,1.5,1.4,-0.5,0.5,3.7,0.4,0.3,0.9,1.1,0.5,1.2,0.7,1.3,2.7,-0.4,5.7,2.4,0.2,2.9,4.1,1.3,-0.1,0,-0.3,0.3,2.7,1.4,-0.2,0.1,-0.2,-0.1,0.8,0.1,1.9,2.7,5.2,2,1.3,3.8,3,3.9,2.7,3.7,1.9,0.4,0.8,3.6,8.2,3.8,6,5.3,9.6,4.8,5.6,4.5,4.3,0.8,5.2,1.2,2.7,7.4,10.6,5.9,7.2,3.2,1.7,0.4
"GW779439X","CN1CCN(CC1)c1ccc(Nc2nccc(n2)-c2cnn3ncccc23)cc1C(F)(F)F",3.6,3.2,1.5,0.2,2,7.6,0.4,2.1,1.9,0.5,1.2,3.9,5.7,5.1,6.8,-0.1,10,6.3,2.9,4.3,5.4,3.9,0.6,-0.2,1.4,0.5,4.2,3.7,0.3,6.2,1.5,2.3,3.9,5.2,3.7,4.9,8.5,6.8,3.9,9,5.2,7.4,8.6,7.4,7,1.2,6.6,4.3,11.6,4.5,7.9,6.5,7.7,4.7,6.7,4.4,3.8,2.2,2.9,0.2,1,3.9,16,9.2,8.1,4.2,3.7,0.4
"GW780056X","CCN(CC)Cc1ccc(Nc2nccc(n2)-c2cnn3ncccc23)cc1",2.2,1.5,1.2,-0.7,1.3,6.6,-0.5,0.5,2.3,2.1,0.1,1.7,0.4,1.3,2.2,-0.6,5.1,1.8,0.9,2.9,5.1,1.7,0.4,-0.2,0.6,0.3,1.6,1,-0.4,2,2.3,0.6,2.2,-1.1,2,1.2,7.5,4.6,2.7,5.8,4,6.1,3.2,5.7,3.6,0.3,3.2,2.1,9,3.3,6.8,6.4,5.1,4.1,6.1,1.8,2.6,2.5,2,0.2,0.1,1.3,7.6,6,6.4,4.2,2.9,-0.3
"GW780159X","Nc1nc(c(s1)-c1ccc2ncccc2n1)-c1cccc(Cl)c1",-0.3,0.2,-0.4,0.1,-0.3,0.5,-0.1,0.1,-0.2,-1,0.1,0.5,0.2,1,0.8,-0.5,1.1,2.5,-0.8,0.3,0.7,0.6,-0.2,-0.3,-1.1,0,4.2,1.7,0.9,0.2,0.5,0.2,0.7,-0.5,-0.5,0.2,1.1,0.6,0.3,0.7,2.3,5.4,1.3,2.2,1.1,0.3,0.4,-0.1,2.6,3.5,3,0.4,-0.2,0.9,0.2,-0.2,0,0.2,-0.3,-2.8,-0.5,1.2,5.9,-0.1,0.8,-0.7,0.1,-0.4
"GW781673X","Clc1ccc(CNc2nccc(n2)-c2cnn3ncccc23)cc1",0.2,0.5,-0.1,-0.6,-0.1,0.9,-0.2,-1.2,-0.2,0.4,-1.6,0.7,-1.2,0,1.7,-0.9,4.2,1.4,0.7,1.2,0.7,0.2,0.3,-0.4,2.3,-0.2,1.7,0.7,-0.7,0,-0.2,-0.2,0.4,0.1,0.2,0.6,1.6,-1.7,-1.4,1.7,2.6,2.3,2.1,2.5,1.7,-0.4,0.1,1.5,2.7,1.4,2.5,4.7,1.5,0.4,2.4,0.5,0.5,-0.7,0.4,0,0,0.9,6.6,6.5,4.9,-0.2,1.9,-0.8
"GW782612X","NC(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1",1.8,6,2,-0.4,0.9,5.7,-0.3,1.1,0.4,1,-1.9,1.4,1.9,3.8,2,-1.4,1.9,1.1,0.9,2.8,6.9,1.3,0.3,0,1.7,1.1,2,1.2,-0.2,0.6,-0.2,0.9,2.8,0.5,1.7,1.1,5.3,5,3,5,3.4,5.3,0.8,1,0.9,0.1,0.5,0.8,6.4,5.5,5.9,2.1,3.9,0.5,4.4,1.2,1.2,0.3,0.7,0.1,0.4,1.1,5.2,1.8,-3.3,3,1.8,-0.2
"GW782907X","Cc1ccc(cc1-c1ccc(cc1)C(=O)NCC1CC1)C(=O)NC1CCCCC1",-0.2,0.3,-0.2,-0.4,0.1,0,-0.1,-0.1,-0.2,0,-0.1,-0.3,2.9,-0.4,-0.5,-0.3,-0.1,0,-0.4,-0.4,-0.2,0.3,-0.3,0,-0.6,-0.1,0,-0.1,-0.3,-0.2,-0.1,0,-0.1,-0.1,-0.6,0.1,-0.5,0.2,-0.8,0,-0.2,0.1,0.2,-0.2,-0.2,-0.1,0.3,-0.3,0.1,0.1,0.1,-0.3,-0.5,-0.3,-0.6,-0.1,-0.4,0,-0.6,-0.3,-0.2,0,-0.4,-0.5,0,-0.6,0.2,0.4
"GW782912X","Cc1ccc(cc1-c1ccc(cc1)C(=O)NCC1CC1)C(=O)NC1CCC1",-0.1,-0.2,0,-0.7,-0.4,-0.4,-0.1,-0.3,-0.6,0.2,-0.3,0.1,NA,0.1,0.1,-0.2,-0.2,-0.3,0.2,0.3,-0.4,0.1,0.4,-0.3,-0.3,-0.1,-0.4,-0.3,-0.3,-0.2,-1.4,-0.4,-0.6,-0.2,-0.2,0.1,0,-0.1,0.2,0.3,-0.9,-0.4,0.1,0.2,0,-0.1,-0.2,0.1,0.3,-0.5,-0.1,-0.1,-0.2,0,-0.2,-0.2,-0.3,0,-0.4,0.1,0,-0.6,0.1,0,0,-0.4,0.5,-0.4
"GW784307A","Cl.COc1cccc(c1)-n1ncc2c(N\N=C\c3ccc(cc3)C(=O)NCCN(C)C)ncnc12",0.8,6.1,2,-1,-0.4,7.1,2.3,-0.1,1.2,2.3,2.2,3.3,NA,6.7,1.9,1.2,3.1,1.3,-0.6,2.9,6.4,1.7,0.4,-0.7,1.4,1.5,0.4,1,0.1,-0.3,-0.8,-0.2,0.2,0.4,2.7,1.6,3,8.6,3,5.3,6.1,8.8,1,2.1,1.5,-0.1,1.1,3.3,6.2,4.9,7.2,4.3,6,3.5,1,1,-0.3,0.8,4,0,0,2.6,10.4,6.4,8.6,2.1,2.1,-0.3
"GW784684X","CN1CCN(Cc2ccc(o2)-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)CC1",2.9,1.4,1.3,0.1,-0.3,1.4,-1.3,0.1,1.2,3.4,-0.1,2.7,4.4,8.7,0.7,-1.7,0.6,-0.5,1.4,0.5,4.1,1.3,-0.1,-0.1,0,-0.1,0.2,-0.1,-0.5,0,0.4,0.2,NA,-0.4,-0.3,0.4,2.1,-0.3,0.8,2.8,1.3,4.3,2.3,2.1,1.9,-0.2,6.6,2.8,1.6,1.5,2.5,1.2,0.5,-0.5,1.3,-0.5,0.3,-0.1,0,1.3,0.3,-0.1,1.7,-0.7,0.2,0.7,1.1,-0.4
"GW784752X","COc1cccc(c1)-n1ncc2c(N\N=C\c3ccncc3)ncnc12",0.3,3.2,1.3,-0.5,-0.1,4.9,1,-1,0.4,1.7,2.9,1.4,1.4,1.7,1,0.6,1.3,0,0.4,0.6,3.8,0.5,-0.2,-0.2,1.4,0.5,0.1,0.1,-0.5,-0.5,-0.5,-0.3,0.5,-0.4,0.4,0.3,0.6,3.7,1,2.4,3.1,3.9,0.5,-0.2,0.4,-0.3,-0.1,0.8,3.2,1.8,3.7,3.2,4,2,0.6,0.3,0.2,-0.3,2.4,0,0.2,0.8,7.1,3.1,-1.2,0.4,0.7,-0.5
"GW785404X","CCn1c(nc2ccc(F)cc12)-c1nonc1N",0.1,0.3,-0.1,-0.7,-0.1,0.2,-0.7,-1,0.2,0.3,-0.4,0,1.7,-0.5,0.1,-0.4,0.4,0.1,0.2,0.6,0.9,0.7,0.2,0,0.6,-0.1,0.1,0.1,-0.7,-0.2,0.3,-0.6,-0.1,-0.7,-0.8,0.5,0.3,0.1,0.1,1.1,-0.3,0.9,1.5,2.7,1.3,-0.5,-0.1,0,0.4,-0.6,2.3,0.3,0.2,0.1,0.4,-0.5,-0.2,-0.2,-0.3,0,-0.1,0,2,-0.2,1.6,2.9,0.1,-0.2
"GW785804X","Nc1nc(c(s1)-c1ccc2ncccc2n1)-c1ccc(F)cc1",0.1,0.5,-0.1,-0.8,-0.1,0.6,-0.6,-1.2,-0.2,-2.6,-0.9,2,0.3,-0.4,0.1,-2.3,1.3,1.2,0.9,0.4,-0.2,0.2,0.3,-0.6,3.2,-0.3,3.3,3.3,0.4,-0.2,-0.2,-0.1,0.8,-1.8,-1,0.2,0.8,0.2,-0.1,0.8,0,1.9,0.6,1.4,0.8,-0.6,0.2,-0.1,1.3,2.6,1.8,0.2,0,0.2,0.8,-0.9,-0.6,-0.9,-0.1,-0.3,-0.3,0.1,3.3,1.5,2.1,-0.8,0.2,-2
"GW785974X","CC(C)NC(=O)c1ccc(C)c(c1)-c1ccc(cc1)C(=O)NCC1CC1",-0.1,0.1,-0.1,0.1,0,-0.1,-0.4,-0.4,-0.5,-0.1,-1.6,0.2,-1.4,-0.4,-0.2,-0.6,-0.1,0,0.4,-0.1,-0.3,-0.1,0.3,-0.1,0.5,-0.2,-0.2,-0.2,-0.4,-0.7,1.6,-0.1,0.1,0.2,-0.7,-0.2,-0.1,4.4,-0.3,0.9,-0.7,-0.4,0.5,0.5,0.1,-0.3,-0.4,0.2,-0.2,-0.8,-0.1,-0.2,0.3,0,-0.1,-0.3,0.1,-1,-0.7,0,-0.2,-0.6,0,0.3,0.2,-0.6,0.1,-0.5
"GW786460X","Cc1cccc(n1)-c1n[nH]cc1-c1ccc2ncccc2n1",0,0.6,-0.2,-0.3,-0.2,0.2,0.3,-0.2,-0.3,-0.3,0.6,0.8,1.4,-0.5,0.3,-0.6,0.8,-0.2,1,0.3,-0.8,0.3,0.3,-0.6,-0.2,-0.2,1.6,3.3,-0.6,-1.2,0.3,0.2,0.1,-0.2,-0.6,0.3,0,3,-0.1,0.3,-0.8,0.2,0.1,0.5,-0.4,-0.4,0.6,-0.3,1,1.1,1.2,0.3,0.5,0.2,-0.4,-0.6,0.3,-0.2,-0.4,-0.2,0,0,2.3,0,1.6,-0.9,0.1,-0.2
"GW794607X","CCCNc1cccc(c1)-n1ncc2c(N\N=C\c3ccncc3)ncnc12",1.2,1.8,1.5,-0.6,-0.3,2.3,0.4,-1.1,0.4,2.4,0.5,2,2.1,1.8,0.9,0.6,0.9,0.2,0.7,0.2,7.2,2.1,0.3,-0.1,1.1,2.6,0.2,0.5,-0.5,0,-0.6,0.1,NA,-0.3,0.1,0.7,1.8,0.6,1.6,3.1,6.8,8.4,1.4,1.2,1.1,-0.2,0.5,0.8,4.7,2.1,8.5,1.7,4.1,3.1,2.7,-0.5,0.4,-0.4,0.7,0.5,0.1,0.7,6,-1,2.2,0.7,1.2,0.3
"GW794726X","CC(=O)Nc1cccc(n1)C#Cc1cncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1",-0.1,0.4,0,-0.2,0.2,0,-0.3,0.1,2.1,0.6,0.1,0.2,1.8,2,0,-0.2,0,-0.1,-0.3,0,0.2,0.2,-0.3,0,-0.5,-0.1,0.2,0.1,0,-0.6,-0.2,0.1,0.2,-0.2,-0.3,0.2,0.1,0.3,-0.4,0.3,0,1.8,1.4,0.8,1.1,-0.1,0.4,0.1,-0.4,0.4,1.1,0.2,-0.1,-0.1,0,-0.1,-0.5,0.1,-0.6,0.1,0,0.2,0.1,-0.7,0,0.5,0.7,0.3
"GW795486X","Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(cc(c4)C(F)(F)F)C(F)(F)F)cc3)c12",4.5,NA,6,0.9,1.2,-0.1,NA,0.9,0.6,4.2,1.5,6.7,0.4,17.3,0.6,NA,1.5,0.3,4.5,0.1,0.8,2.8,-0.4,-0.2,-0.4,0.3,1.3,1.8,0.2,NA,1.6,0.7,0.1,0.8,0.5,-0.3,10.1,0.6,NA,7.3,0.4,4.2,5.3,NA,3.9,0.6,9.6,1.8,NA,2,0.8,1,4.8,2.6,1.9,NA,0,2.3,NA,16.5,7.1,1.7,4.5,1.5,2.1,1.8,NA,1.4
"GW795493X","Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3)c12",4.1,7.5,6.6,1.7,1,0.8,-0.9,2.6,3.8,5.9,-1.7,7.6,9.3,15.3,1.1,-0.9,1.3,0.3,3,0.1,9.3,1.7,-0.9,-0.5,5,2.2,0.5,1.3,0,2.9,0.6,0.4,6,-0.3,0.9,1.3,9.5,0.6,3,6.5,1.6,3.7,2.8,1.6,4.5,0.5,8,2.6,0.6,2.3,0.8,2.1,5,4.5,2.3,10.1,0.1,0.6,2.6,19.7,9.4,1.1,4.1,1.9,-3.3,1.1,3,1
"GW796920X","Cc1ccc(NC(=O)CC2CC2)cc1-c1ccc(cc1)C(=O)NCC1CC1",-0.2,0.1,-0.2,0,-0.1,0.1,-0.3,-1.5,-0.2,-0.3,-0.3,-0.2,-0.1,-0.8,-0.4,0.5,0.2,-0.6,-0.1,-0.4,-0.4,0.3,-0.1,-0.3,3.8,-0.2,0.2,-0.1,-0.6,-0.6,-0.3,-0.3,NA,0.2,-0.6,-0.2,-0.5,-1,-0.8,-0.2,-1.1,-0.2,0.7,0.1,0.2,-0.2,0.2,-0.5,-0.1,-0.3,-0.1,-0.7,-0.8,-0.5,0.2,-0.6,-0.3,-0.4,-0.8,-0.3,-0.2,-0.3,-0.4,NA,0.1,-0.6,-0.5,-0.7
"GW796921X","CCC(=O)Nc1ccc(C)c(c1)-c1ccc(cc1)C(=O)NCC1CC1",0,0.5,-0.3,-0.6,0,0.2,-0.7,-1.5,-0.3,0.1,-0.1,0.1,-0.4,-0.3,-0.2,-0.4,0.2,0.2,0.1,-0.2,0.1,0.3,0.1,0.2,-0.8,-0.2,0.7,0.4,-0.2,-0.2,-0.2,-0.1,NA,0,-0.7,0.2,-0.2,-0.4,0.1,0.3,-0.8,0.1,0.7,0.1,0.5,-0.6,0.3,-0.3,0.1,-0.2,0,-0.1,-0.3,-0.3,0.9,-0.6,0.1,-0.6,-0.9,-0.9,-0.2,-0.2,0.2,0.5,0.1,-0.5,-0.2,-0.3
"GW799251X","Nc1nccc(n1)C#Cc1cncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1",0.4,0.3,1.6,0.7,-0.4,0.6,-0.4,0.3,0.6,1.7,-0.4,0.7,3.8,4.8,1,0,-0.4,-0.1,-1,0.2,0.8,0.7,0.5,-0.4,4.3,-0.1,4.6,0.8,0.1,-0.3,2.3,0.3,1.3,-2.3,-0.5,0.2,0.7,0.2,-0.1,1,0.2,2,1.4,1.2,0.7,-0.1,4.8,0.5,0.8,0.1,1.9,0.9,0.4,0.8,0.8,-0.6,0.1,-0.2,0.4,-0.5,0.1,0.3,5.1,0,0.8,0.8,0.4,0.4
"GW801372X","COc1cc(Nc2nccc(n2)-c2cnn3ncccc23)cc(OC)c1",3.6,3.2,1.8,-0.1,0.5,5.7,0.6,1,1.8,1.8,-1.7,3.7,1.7,3.1,6.4,-0.2,4.4,2.5,0.8,1.5,8.2,0.5,0.3,-0.1,1.7,0.6,2.1,1,-0.5,2.5,0.8,0.8,3.5,0.6,3.3,3.6,7.3,-0.9,3.1,6.4,5,6.2,2.3,2.9,1.8,1.5,6.5,6.1,9.8,5,10.4,6.4,6.1,2.6,7.6,3.4,3,0.3,3.2,1.8,2.3,8,10.8,12.2,8,5.5,2.9,-0.4
"GW804482X","COc1cccc(COc2cc(sc2C(N)=O)-n2cnc3ccccc23)c1",-0.1,0.4,-0.1,-0.9,-0.1,0.2,-0.3,-1,-0.4,-0.2,0.1,0.8,1.5,2.7,0.6,-0.7,1.8,0.2,0.4,0.2,-0.1,0,0.2,-0.1,1.2,-0.2,1.8,2.4,-0.9,-0.8,-0.7,-0.4,-0.7,-0.4,-0.9,0.4,1,1.4,-0.3,0.5,0,0.2,0.5,0.6,0.1,-0.4,0.6,1.3,3.2,0.6,1.9,0.4,-0.5,0,1.2,-0.5,0,-0.3,-0.4,0.1,0.1,0,3.2,-0.9,0.1,-0.8,0.3,-0.2
"GW805758X","CC(C)c1ccc(Nc2nccc(n2)-c2cnn3ncccc23)cc1",1.2,2.7,0.5,-0.2,0.7,NA,4.8,0.1,1.1,1.6,1,1.7,NA,1.5,4.2,0.3,3.9,1,0.3,4.3,5.6,0.4,0,-0.4,0.9,2,1.8,1.1,-0.2,2.8,-0.8,0.5,1,1,1.4,1.8,3.5,3,0.9,2.7,0.6,3.9,2.3,2.4,1.1,1.6,5,2.9,9.3,3.4,5.8,5.5,4.3,1.4,6.2,2.2,0.2,0.4,1.6,0.5,0.4,1.1,5.7,6.3,5.7,3.8,4.3,-0.2
